Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Published,Genres,Demographic,Serialization,Author,Released date,Completed date,Total Review,Recommended,Mixed Feelings,Not Recommended
Bungei Katsudou,5.07,216,50761,34187,226,0,Doujinshi,1,2,Finished,"Aug  17, 2014","[""'Hentai'""]",Shoujo,Reijin,"[""'Aldehyde'""]",2014-08-17,2014-08-17,0,0,0,0
Unsweet Wakui Aimi Plus Side Adachi Masashi 1+2+3,5.07,216,50762,28650,340,2,Doujinshi,1,2,Finished,"Sep  26, 2014","[""'Hentai'""]",Seinen,Galette,"[""'Tanaka,Aji'""]",2014-09-26,2014-09-26,0,0,0,0
Unsweet Haha Wakui Kazumi Plus: Side Hitori Musuko Ryousuke,5.07,216,50763,28977,332,0,Doujinshi,2,2,Finished,"Jun  28, 2013 to Jun  6, 2016","[""'Hentai'""]",Shoujo,Galette,"[""'Tanaka,Aji'""]",2013-06-28,2016-06-06,0,0,0,0
Kouhai-chan ni Eroi-koto Sareru Hon,5.07,216,50764,35697,204,0,Doujinshi,1,2,Publishing,"Aug  17, 2014 to ?","[""'Hentai'""]",Seinen,Comic ExE,"[""'Rage'""]",2014-08-17,Updating,0,0,0,0
Sister Crisis,5.07,216,50765,36737,190,0,Doujinshi,3,2,Finished,"Jun  22, 2014 to May  2, 2015","[""'Hentai'""]",Seinen,Comic ExE,"[""'Denkichi'""]",2014-06-22,2015-05-02,0,0,0,0
Here Comes the Summer!!,5.07,216,50766,34519,221,0,Doujinshi,1,2,Finished,"Jul  1, 2012","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'"", ""'Crossdressing'""]",Shoujo,Comic ExE,"[""'Makuro'""]",2012-07-01,2012-07-01,0,0,0,0
Goshujinsama wa Meshitsukai ga Nigate,5.07,216,50767,36046,199,0,Doujinshi,1,2,Finished,"Dec  31, 2012","[""'Supernatural'"", ""'Hentai'""]",Shoujo,Manga Time Family,"[""'Makuro'""]",2012-12-31,2012-12-31,0,0,0,0
Usa Usa Nyan Nyan,5.07,216,50768,31955,264,0,Doujinshi,4,2,Finished,"Aug  16, 2009 to Dec  31, 2010","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Makuro'""]",2009-08-16,2010-12-31,0,0,0,0
Ryman Fantasy,5.07,216,50769,28239,351,3,Doujinshi,6,2,Finished,"Apr  29, 2014 to Aug  14, 2016","[""'Fantasy'"", ""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Kikurage'""]",2014-04-29,2016-08-14,0,0,0,0
Kaibou Higaisha!,5.07,216,50770,35371,208,0,Doujinshi,1,2,Finished,"Aug  1, 2013","[""'Hentai'"", ""'School'""]",Seinen,Galette meets,"[""'Guglielmo'""]",2013-08-01,2013-08-01,0,0,0,0
Skirt Mekuri no Batsu!,5.07,216,50771,37105,185,0,Doujinshi,1,2,Finished,"May  5, 2013","[""'Hentai'"", ""'School'""]",Seinen,Reijin,"[""'Guglielmo'""]",2013-05-05,2013-05-05,0,0,0,0
Kokuhaku Chokuzen Couple Omatome Raping,5.07,216,50772,36220,196,1,Doujinshi,1,2,Finished,"Dec  31, 2012","[""'Hentai'""]",Shoujo,Galette meets,"[""'Guglielmo'""]",2012-12-31,2012-12-31,0,0,0,0
Custom Lovecats,5.07,216,50773,36452,193,0,Doujinshi,3,2,Finished,"Aug  17, 2014 to Aug  14, 2016","[""'Hentai'""]",Shoujo,Galette meets,"[""'Dancyo'""]",2014-08-17,2016-08-14,0,0,0,0
Mama Tomo,5.07,216,50774,45616,109,0,Doujinshi,1,2,Finished,"Sep  5, 2010","[""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'N.O. Chacchamaru'""]",2010-09-05,2010-09-05,0,0,0,0
Harusaki Komugi,5.07,216,50775,40304,150,0,Doujinshi,1,1,Finished,"Mar  30, 2014","[""'Hentai'""]",Seinen,Galette,"[""'N.O. Chacchamaru'""]",2014-03-30,2014-03-30,0,0,0,0
Gothic Lolita,5.07,216,50776,26897,389,3,Doujinshi,3,2,Finished,"Aug  11, 2002 to Aug  17, 2007","[""'Horror'"", ""'Mystery'"", ""'Supernatural'"", ""'Hentai'"", ""'Mythology'"", ""'Psychological'""]",Seinen,Manga Time Jumbo,"[""'CHOCO'""]",2002-08-11,2007-08-17,0,0,0,0
Kozouya Dokuhon Chronicle: 15th Anniversary Memorial Book,5.07,216,49268,27931,359,1,Doujinshi,1,6,Finished,"Dec  29, 2011","[""'Boys Love'"", ""'Comedy'"", ""'Girls Love'""]",Seinen,Galette,"[""'Tsuda,Mikiyo'"", ""'Eiki,Eiki'""]",2011-12-29,2011-12-29,0,0,0,0
Sports Bra Kneesock Jittai to Suiminkan Yaicha Love H Shichaitai,5.07,216,49269,37827,176,0,Doujinshi,1,2,Finished,"Jul  27, 2012","[""'Boys Love'"", ""'Erotica'"", ""'Harem'""]",Seinen,Manga Time Family,"[""'Chinzuriina'""]",2012-07-27,2012-07-27,0,0,0,0
"Yes, We Are Unforgiven",5.07,216,49270,45102,112,0,Doujinshi,1,2,Finished,"Jun  29, 2008","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Mario'""]",2008-06-29,2008-06-29,0,0,0,0
Conquista Doll,5.07,216,49271,44570,116,0,Doujinshi,1,2,Finished,"Oct  31, 2009","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Kikaider,Reijhiro'""]",2009-10-31,2009-10-31,0,0,0,0
Kamen Yuutousei to Hikikomori Shounen,5.07,216,49272,43155,127,0,Doujinshi,2,2,Finished,"May  5, 2012 to Dec  31, 2012","[""'Boys Love'"", ""'Erotica'"", ""'Harem'""]",Shoujo,Manga Time Family,"[""'Kikaider,Reijhiro'""]",2012-05-05,2012-12-31,0,0,0,0
Desire Case File,5.07,216,49273,44887,114,1,Doujinshi,2,2,Finished,"Oct  31, 2009 to ?","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Kikaider,Reijhiro'""]",2009-10-31,Updating,0,0,0,0
Tama Fechi!!,5.07,216,49274,35546,206,0,Doujinshi,1,2,Finished,"Dec  31, 2011","[""'Boys Love'"", ""'Hentai'"", ""'Harem'""]",Seinen,Manga Time Family,"[""'Kikaider,Reijhiro'""]",2011-12-31,2011-12-31,0,0,0,0
Yuusha Mushoku Series,5.07,216,49191,30347,298,2,Doujinshi,1,2,Publishing,"Aug  17, 2008 to ?","[""'Comedy'"", ""'Fantasy'"", ""'Slice of Life'""]",Seinen,Manga Time Family,"[""'Harada,Takehito'""]",2008-08-17,Updating,0,0,0,0
Kowa-Kowa,5.07,216,49125,37099,185,0,Doujinshi,1,3,Finished,"Aug  14, 2011","[""'Horror'"", ""'Romance'""]",Shoujo,Comic ExE,"[""'Dowman,Sayman'""]",2011-08-14,2011-08-14,0,0,0,0
Chijoku Gakuen,5.07,216,49126,43185,126,0,Doujinshi,3,2,Finished,"Dec  30, 2005 to Dec  30, 2008","[""'Hentai'"", ""'School'""]",Shoujo,Comic ExE,"[""'Aita,Nikov'""]",2005-12-30,2008-12-30,0,0,0,0
Efuden!: Ecchi na Futanarikko ga Densha de Roshutsu!,5.07,216,49127,33844,231,1,Doujinshi,1,2,Finished,"Aug  14, 2011","[""'Hentai'""]",Shoujo,Manga Time Jumbo,"[""'Aita,Nikov'""]",2011-08-14,2011-08-14,0,0,0,0
Bakunyuu Boin Mama♥,5.07,216,49128,30711,290,2,Doujinshi,1,2,Finished,"Dec  31, 2013","[""'Hentai'""]",Seinen,Comic ExE,"[""'Pen,Gindou'""]",2013-12-31,2013-12-31,0,0,0,0
School Girls,5.07,216,49129,40830,145,3,Doujinshi,5,2,Finished,"Dec  30, 2008 to Aug  12, 2012","[""'Hentai'""]",Shoujo,Manga Time Jumbo,"[""'Kawasaki,Tadataka'""]",2008-12-30,2012-08-12,0,0,0,0
Koi Kan♥,5.07,216,49130,24732,459,1,Doujinshi,1,2,Publishing,"Aug  12, 2012 to ?","[""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'Kikurage'""]",2012-08-12,Updating,0,0,0,0
Chijoku Joukamachi,5.07,216,49131,46738,102,0,Doujinshi,1,2,Publishing,"Aug  17, 2003 to ?","[""'Fantasy'"", ""'Hentai'""]",Shoujo,Badi,"[""'Aita,Nikov'""]",2003-08-17,Updating,0,0,0,0
Seifuku Shokushu,5.07,216,49132,43630,123,0,Doujinshi,1,2,Publishing,"Feb  24, 2012 to ?","[""'Supernatural'"", ""'Hentai'""]",Seinen,Galette meets,"[""'Kurosawa,Kiyotaka'""]",2012-02-24,Updating,0,0,0,0
Holiday Party!,5.07,216,49133,45614,109,0,Doujinshi,3,2,Finished,"Mar  21, 2009 to Feb  18, 2011","[""'Supernatural'"", ""'Hentai'""]",Shoujo,Manga Time Family,"[""'Kurosawa,Kiyotaka'""]",2009-03-21,2011-02-18,0,0,0,0
Sekai ga Dou toka Icchau Otoko no Ko wa Denpa Kawaii.,5.07,216,49134,44569,116,0,Doujinshi,1,2,Finished,"May  4, 2010","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Comic ExE,"[""'Seihoukei'""]",2010-05-04,2010-05-04,0,0,0,0
Koukin Shoujo,5.07,216,49135,50101,84,0,Doujinshi,3,2,Finished,"Dec  30, 2001 to  2002","[""'Hentai'""]",Seinen,Galette meets,"[""'Ootsuka,Mahiro'""]",2001-12-30,2002-01-01,0,0,0,0
Lirico,5.07,216,49136,45946,107,1,Doujinshi,2,2,Finished,"Aug  15, 2004 to Nov  30, 2004","[""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'Ootsuka,Mahiro'""]",2004-08-15,2004-11-30,0,0,0,0
SS Plus,5.07,216,49137,48414,93,0,Doujinshi,1,2,Finished,"Apr  24, 2005","[""'Hentai'""]",Seinen,Badi,"[""'Ootsuka,Mahiro'""]",2005-04-24,2005-04-24,0,0,0,0
And_Hand_Tied,5.07,216,49138,40300,150,1,Doujinshi,2,2,Finished,"May  5, 2006 to Aug  13, 2006","[""'Hentai'""]",Shoujo,Reijin,"[""'Ootsuka,Mahiro'""]",2006-05-05,2006-08-13,0,0,0,0
SS,5.07,216,49139,46978,101,0,Doujinshi,4,2,Finished,"Nov  30, 2002 to Dec  30, 2008","[""'Hentai'""]",Seinen,Comic Valkyrie,"[""'Ootsuka,Mahiro'""]",2002-11-30,2008-12-30,0,0,0,0
Monster Age 02,5.07,216,49140,47741,96,0,Doujinshi,1,2,Finished,"Aug  28, 2008","[""'Hentai'""]",Seinen,Badi,"[""'Caramel,Dow'""]",2008-08-28,2008-08-28,0,0,0,0
"Sono Gakusai, Inran Otoko no Ko Kyakuhiki Chuui!",5.07,216,49141,34272,224,1,Doujinshi,1,2,Finished,"Oct  6, 2013","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'Narusawa,Sora'""]",2013-10-06,2013-10-06,0,0,0,0
Jochi Seikatsu,5.07,216,49142,43794,122,0,Doujinshi,1,2,Finished,"Jun  23, 2012","[""'Hentai'""]",Shoujo,Reijin,"[""'Kuroishi,Ringo'""]",2012-06-23,2012-06-23,0,0,0,0
Morokyuu,5.07,216,49143,61747,46,0,Doujinshi,1,1,Finished,"Jun  27, 2009","[""'Boys Love'"", ""'Erotica'""]",Seinen,Magazine Cyberia,"[""'Tachibana,Momoya'""]",2009-06-27,2009-06-27,0,0,0,0
Ikuze! Akarui Kazoku Keikaku,5.07,216,49144,59550,52,0,Doujinshi,1,2,Finished,"Apr  6, 2011","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Badi,"[""'Ichikawa,Kazuhide'""]",2011-04-06,2011-04-06,0,0,0,0
Tokkou Shirobai Junjou,5.07,216,49145,59549,52,0,Doujinshi,2,2,Finished,"Aug  12, 2012 to Dec  30, 2012","[""'Boys Love'"", ""'Erotica'""]",Seinen,Manga Time Family,"[""'Ichikawa,Kazuhide'""]",2012-08-12,2012-12-30,0,0,0,0
Kidoutai Koi Shigure,5.07,216,49146,60371,50,0,Doujinshi,1,1,Finished,"Jun  4, 2011","[""'Boys Love'"", ""'Erotica'""]",Seinen,Galette meets,"[""'Ichikawa,Kazuhide'""]",2011-06-04,2011-06-04,0,0,0,0
Genba Kantoku na Seigi no Mikata (Genbaman the Hero),5.07,216,49147,59548,52,0,Doujinshi,1,2,Finished,"Dec  30, 2013","[""'Boys Love'"", ""'Erotica'""]",Seinen,Comic Valkyrie,"[""'Ichikawa,Kazuhide'""]",2013-12-30,2013-12-30,0,0,0,0
San Baka,5.07,216,49148,52898,73,1,Doujinshi,1,1,Finished,"May  2, 2010","[""'Boys Love'"", ""'Erotica'""]",Seinen,Badi,"[""'Taku,Hiraku'""]",2010-05-02,2010-05-02,0,0,0,0
Six/Nine,5.07,216,49149,59917,51,0,Doujinshi,1,1,Finished,"Jun  30, 2008","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Badi,"[""'Taku,Hiraku'""]",2008-06-30,2008-06-30,0,0,0,0
Ojioi,5.07,216,49150,54845,66,0,Doujinshi,1,1,Finished,"Dec  30, 2012","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Badi,"[""'Taku,Hiraku'""]",2012-12-30,2012-12-30,0,0,0,0
Boys Love Moratorium,5.07,216,49151,53451,71,0,Doujinshi,1,1,Finished,"Feb  10, 2009","[""'Boys Love'"", ""'Erotica'""]",Seinen,drap,"[""'Taku,Hiraku'""]",2009-02-10,2009-02-10,0,0,0,0
Hatsukoi Shoten,5.07,216,49152,56229,61,0,Doujinshi,2,2,Finished,"Dec  30, 2009 to Aug  14, 2011","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Galette meets,"[""'Taku,Hiraku'""]",2009-12-30,2011-08-14,0,0,0,0
Ousama to Boku,5.07,216,49153,56228,61,0,Doujinshi,1,1,Finished,"Mar  10, 2012","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Comic Valkyrie,"[""'Taku,Hiraku'""]",2012-03-10,2012-03-10,0,0,0,0
Ao,5.07,216,49154,48920,90,1,Doujinshi,1,1,Finished,"May  26, 2012","[""'Boys Love'"", ""'Erotica'""]",Seinen,Reijin,"[""'Taku,Hiraku'""]",2012-05-26,2012-05-26,0,0,0,0
Someday in the Rain,5.07,216,49155,34619,220,1,Doujinshi,1,2,Finished,"Aug  16, 2009","[""'Boys Love'"", ""'Erotica'"", ""'School'""]",Seinen,drap,"[""'Tsukumo,Gou'""]",2009-08-16,2009-08-16,0,0,0,0
Rag Lag,5.07,216,49156,47162,100,0,Doujinshi,1,1,Finished,"Oct  29, 2006","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Galette,"[""'Tsukumo,Gou'""]",2006-10-29,2006-10-29,0,0,0,0
"Mada, Tayutau Mizu wa",5.07,216,49157,39918,153,0,Doujinshi,1,2,Finished,"Dec  30, 2009","[""'Boys Love'"", ""'Erotica'""]",Seinen,Comic ExE,"[""'Tsukumo,Gou'""]",2009-12-30,2009-12-30,0,0,0,0
"Haiiro no Machi, Hi no Ataru Basho",5.07,216,49158,40978,144,0,Doujinshi,1,2,Finished,"Dec  30, 2008","[""'Boys Love'"", ""'Erotica'""]",Seinen,Magazine Cyberia,"[""'Tsukumo,Gou'""]",2008-12-30,2008-12-30,0,0,0,0
Change Over,5.07,216,49159,38463,168,0,Doujinshi,1,2,Finished,"Jun  27, 2009","[""'Boys Love'"", ""'Erotica'""]",Seinen,Manga Time Jumbo,"[""'Tsukumo,Gou'""]",2009-06-27,2009-06-27,0,0,0,0
Meimetsu suru Heya,5.07,216,49160,40977,144,1,Doujinshi,1,2,Finished,"May  5, 2004","[""'Boys Love'"", ""'Erotica'""]",Seinen,Manga Time Family,"[""'Tsukumo,Gou'""]",2004-05-05,2004-05-05,0,0,0,0
"Kusabi, Aruiwa Kaihou no Tobira",5.07,216,49161,34835,216,0,Doujinshi,1,2,Finished,"Nov  14, 2010","[""'Boys Love'"", ""'Erotica'""]",Shoujo,drap,"[""'Tsukumo,Gou'""]",2010-11-14,2010-11-14,1,1,0,0
Summon☆Summon,5.07,216,49162,46376,104,0,Doujinshi,1,2,Finished,"Feb  28, 2010","[""'Boys Love'"", ""'Erotica'""]",Seinen,drap,"[""'Tsukumo,Gou'""]",2010-02-28,2010-02-28,0,0,0,0
Yawaramichi GoGo,5.07,216,49163,54844,66,0,Doujinshi,1,2,Finished,"May  2, 2009","[""'Boys Love'"", ""'Erotica'""]",Seinen,Manga Time Jumbo,"[""'Tachibana,Momoya'""]",2009-05-02,2009-05-02,0,0,0,0
Shiroobi Buntarou,5.07,216,49164,57795,57,0,Doujinshi,2,2,Finished,"Aug  19, 2007 to May  4, 2008","[""'Boys Love'"", ""'Erotica'""]",Seinen,Manga Time Jumbo,"[""'Tachibana,Momoya'""]",2007-08-19,2008-05-04,0,0,0,0
Cheer Boy Nyuudanki,5.07,216,49165,57374,58,0,Doujinshi,1,2,Finished,"May  5, 2007","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Reijin,"[""'Tachibana,Momoya'""]",2007-05-05,2007-05-05,0,0,0,0
Cheer Boy Hatsubutai,5.07,216,49166,56227,61,0,Doujinshi,1,1,Finished,"Feb  28, 2010","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Reijin,"[""'Tachibana,Momoya'""]",2010-02-28,2010-02-28,0,0,0,0
Seifuku wa Boku no Shifuku,5.07,216,49167,61743,46,0,Doujinshi,1,1,Finished,"Aug  16, 2009","[""'Boys Love'"", ""'Erotica'""]",Seinen,Badi,"[""'Tachibana,Momoya'""]",2009-08-16,2009-08-16,0,0,0,0
Boku ga Okazu,5.07,216,49168,56226,61,0,Doujinshi,1,3,Finished,"Oct  11, 2008","[""'Boys Love'"", ""'Erotica'""]",Seinen,Galette,"[""'Tachibana,Momoya'""]",2008-10-11,2008-10-11,0,0,0,0
Cheer Boy Ouen Nisshi,5.07,216,49169,55953,62,0,Doujinshi,1,1,Finished,"Dec  30, 2008","[""'Boys Love'"", ""'Erotica'""]",Seinen,Galette meets,"[""'Tachibana,Momoya'""]",2008-12-30,2008-12-30,0,0,0,0
Seifuku de Siesta,5.07,216,49170,60905,48,0,Doujinshi,1,1,Finished,"Oct  11, 2008","[""'Boys Love'"", ""'Erotica'""]",Seinen,Galette,"[""'Tachibana,Momoya'""]",2008-10-11,2008-10-11,0,0,0,0
Western Cheer Boy,5.07,216,49171,57895,56,0,Doujinshi,1,1,Finished,"Mar  9, 2008","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Comic Valkyrie,"[""'Tachibana,Momoya'""]",2008-03-09,2008-03-09,0,0,0,0
Gachinko Ouenka,5.07,216,49172,55952,62,0,Doujinshi,1,2,Finished,"Oct  7, 2007","[""'Boys Love'"", ""'Erotica'""]",Seinen,drap,"[""'Tachibana,Momoya'""]",2007-10-07,2007-10-07,0,0,0,0
Cheer Boy Ichinensei,5.07,216,49173,56633,60,0,Doujinshi,1,1,Finished,"Dec  31, 2006","[""'Boys Love'"", ""'Erotica'""]",Seinen,Comic Valkyrie,"[""'Tachibana,Momoya'""]",2006-12-31,2006-12-31,0,0,0,0
Entenka Cheer Boy,5.07,216,49174,55505,64,0,Doujinshi,1,2,Finished,"Aug  13, 2006","[""'Boys Love'"", ""'Erotica'""]",Seinen,Comic ExE,"[""'Tachibana,Momoya'""]",2006-08-13,2006-08-13,0,0,0,0
Suzune to Odekake!,5.07,216,49175,34517,221,1,Doujinshi,1,2,Finished,"Aug  14, 2011","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Shouji,Ayumu'""]",2011-08-14,2011-08-14,0,0,0,0
Suzune to Otomari!,5.07,216,49176,31858,266,1,Doujinshi,1,2,Finished,"Aug  12, 2012","[""'Hentai'""]",Seinen,Comic ExE,"[""'Shouji,Ayumu'""]",2012-08-12,2012-08-12,0,0,0,0
Hanakotoba,5.07,216,49177,58261,55,0,Doujinshi,1,3,Finished,"Dec  30, 2004","[""'Drama'"", ""'Girls Love'"", ""'Erotica'""]",Seinen,Manga Time Jumbo,"[""'Kitao,Taki'"", ""'Mitou,Kana'""]",2004-12-30,2004-12-30,0,0,0,0
Hatoful Kareshi dj - Focus on the Hawks,5.07,216,48622,36550,192,3,Doujinshi,1,2,Finished,"Aug  12, 2013","[""'Comedy'"", ""'Drama'"", ""'Slice of Life'""]",Shoujo,Reijin,"[""'Hato,Moa'""]",2013-08-12,2013-08-12,0,0,0,0
Hatoful Kareshi dj - Hamideta! Moredeta! EX (Hatoful Boyfriend Overload! Overflow! EX),5.07,216,48621,37552,179,2,Doujinshi,1,5,Finished,"Dec  30, 2013","[""'Slice of Life'""]",Shoujo,Manga Time Family,"[""'Hato,Moa'""]",2013-12-30,2013-12-30,0,0,0,0
Hatoful Kareshi dj - Kazuaki-kun no Hon (KAZUAKI-KUN’s BOOK),5.07,216,48620,36365,194,4,Doujinshi,1,2,Finished,"Oct  7, 2012","[""'Comedy'""]",Seinen,Comic Valkyrie,"[""'Hato,Moa'""]",2012-10-07,2012-10-07,0,0,0,0
Apricot-Pink,5.07,216,48621,37096,185,0,Doujinshi,1,2,Finished,"Jun  27, 2010","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,drap,"[""'Sakai,Ringo'""]",2010-06-27,2010-06-27,0,0,0,0
Ota demo Nai Joshi ga Comiket 3-kkame ni Asobi ni Yattekita,5.07,216,48622,33278,240,0,Doujinshi,2,2,Finished,"Dec  31, 2012 to Dec  31, 2013","[""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Yumeno,Tanuki'""]",2012-12-31,2013-12-31,0,0,0,0
Muon Kurayami,5.07,216,48623,50375,83,0,Doujinshi,3,2,Finished,"Dec  31, 2007 to Dec  30, 2008","[""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Shousan,Bouzu'""]",2007-12-31,2008-12-30,0,0,0,0
Houkago Aimashou,5.07,216,48624,34428,222,0,Doujinshi,1,2,Finished,"Aug  11, 2013","[""'Hentai'""]",Seinen,Reijin,"[""'Tomose,Shunsaku'""]",2013-08-11,2013-08-11,0,0,0,0
Dungeons & Dekapai Elf,5.07,216,48625,38920,164,0,Doujinshi,1,2,Finished,"Aug  12, 2012","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Pen,Gindou'""]",2012-08-12,2012-08-12,0,0,0,0
Hinato to Iku♥1-paku 2-nichi no Onsen Ryoko,5.07,216,48626,41582,139,0,Doujinshi,1,2,Finished,"Aug  12, 2012","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Reijin,"[""'Sakai,Ringo'""]",2012-08-12,2012-08-12,0,0,0,0
Classmates!,5.07,216,48627,29897,309,0,Doujinshi,1,2,Finished,"Apr  28, 2013","[""'Hentai'""]",Shoujo,Reijin,"[""'Sawashiro,Kei'""]",2013-04-28,2013-04-28,0,0,0,0
Tatta 30-en de JS to Yareteshimatta Hanashi,5.07,216,48628,40976,144,1,Doujinshi,1,2,Finished,"Apr  28, 2013","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Korisu'""]",2013-04-28,2013-04-28,0,0,0,0
Kaze Hime Kankan,5.07,216,48629,39442,158,0,Doujinshi,1,2,Finished,"Oct  8, 2013","[""'Hentai'""]",Seinen,Reijin,"[""'Tsukusun'""]",2013-10-08,2013-10-08,0,0,0,0
Sailor Fuku to Onna Kyoushi,5.07,216,48630,46371,104,0,Doujinshi,1,3,Finished,"Dec  30, 2004","[""'Hentai'"", ""'School'""]",Seinen,Manga Time Jumbo,"[""'NeWMen'""]",2004-12-30,2004-12-30,0,0,0,0
TS: Kare ga Kanojo ni Kawattara,5.07,216,48631,39001,163,0,Doujinshi,1,2,Finished,"Aug  12, 2012","[""'Hentai'"", ""'Magical Sex Shift'""]",Seinen,drap,"[""'Yoshiie'""]",2012-08-12,2012-08-12,0,0,0,0
High Voltage,5.07,216,48632,38274,171,0,Doujinshi,1,2,Finished,"Dec  31, 2013","[""'Hentai'""]",Seinen,Reijin,"[""'Onomeshin'""]",2013-12-31,2013-12-31,0,0,0,0
"Sono Hanami, Inran Otoko no Ko Basho Tori Chuui!",5.07,216,48633,35609,205,1,Doujinshi,1,2,Finished,"Apr  28, 2013","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Galette meets,"[""'Narusawa,Sora'""]",2013-04-28,2013-04-28,0,0,0,0
Ore no Yome ni Otntn ga Haetemasu.,5.07,216,48634,36364,194,0,Doujinshi,1,2,Finished,"May  3, 2012","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Galette meets,"[""'Narusawa,Sora'"", ""'Hatori,Piyoko'""]",2012-05-03,2012-05-03,0,0,0,0
"Kono Yama, Inran Yuki Otoko no Ko Shutsubotsu Chuui!",5.07,216,48635,37276,183,0,Doujinshi,1,2,Finished,"Dec  31, 2012","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Narusawa,Sora'""]",2012-12-31,2012-12-31,0,0,0,0
"Kono Umi, Inran Otoko no Ko Shutsubotsu Chuui!",5.07,216,48636,38462,168,0,Doujinshi,1,2,Finished,"Aug  12, 2012","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Narusawa,Sora'""]",2012-08-12,2012-08-12,0,0,0,0
Futanari Senka: Todoroki Akane Shojihin Kensa-hen,5.07,216,48637,32888,247,1,Doujinshi,1,2,Finished,"Feb  12, 2006","[""'Hentai'""]",Seinen,Badi,"[""'Kurenai,Yuuji'""]",2006-02-12,2006-02-12,0,0,0,0
Shasei Beya,5.07,216,48638,36904,187,0,Doujinshi,1,2,Finished,"Dec  31, 2009","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'Kurenai,Yuuji'""]",2009-12-31,2009-12-31,0,0,0,0
Futanari Senka: Izumi Mamoru & Kaburaki Yuki Sentou-hen,5.07,216,48639,37551,179,0,Doujinshi,1,2,Finished,"Aug  19, 2007","[""'Hentai'""]",Seinen,Badi,"[""'Kurenai,Yuuji'""]",2007-08-19,2007-08-19,0,0,0,0
Ufufufu Mama ga Shite Ageru,5.07,216,48640,33365,238,0,Doujinshi,1,2,Finished,"Dec  31, 2011","[""'Hentai'""]",Seinen,Reijin,"[""'Pen,Gindou'""]",2011-12-31,2011-12-31,0,0,0,0
Hyper Love Power dj - Sora Mame,5.07,216,48641,37550,179,0,Doujinshi,1,1,Finished,"May  3, 2008","[""'Boys Love'"", ""'Erotica'""]",Seinen,Comic ExE,"[""'Hiiro,Reiichi'""]",2008-05-03,2008-05-03,0,0,0,0
Houman Bakunyuu Maid-san no Gohoushi,5.07,216,48642,37095,185,2,Doujinshi,1,2,Finished,"Dec  31, 2009","[""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Pen,Gindou'""]",2009-12-31,2009-12-31,0,0,0,0
Obasan ne Wakai Ko no Ochi○chin ni Nando mo Ikasarechatta,5.07,216,48643,34137,227,0,Doujinshi,1,2,Finished,"Aug  12, 2012","[""'Hentai'""]",Seinen,Comic ExE,"[""'Pen,Gindou'""]",2012-08-12,2012-08-12,0,0,0,0
Bakunyuu Onna Kyoushi to Deka Chin Seito,5.07,216,48644,33677,234,1,Doujinshi,1,2,Finished,"May  1, 2011","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Pen,Gindou'""]",2011-05-01,2011-05-01,0,0,0,0
"Aan, Obasan, Mata Ikasarechau!",5.07,216,48645,30157,303,0,Doujinshi,1,2,Finished,"Aug  14, 2011","[""'Hentai'""]",Shoujo,Manga Time Jumbo,"[""'Pen,Gindou'""]",2011-08-14,2011-08-14,0,0,0,0
