Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
Shimekiri-sama ni Oyurushi wo,6.47,110,16437,24927,451,0,3,18,Finished,"Feb  9, 2010 to Sep  9, 2011","['Comedy', 'Romance', 'Supernatural']",[],"Ueda, Kiku (Story & Art)",0,"[0, 0, 0]"
Gekijouban Pocket Monsters Best Wishes: Victini to Kuroki Eiyuu Zekrom (Pokémon The Movie White: Victini and Zekrom),6.47,208,16438,21530,595,4,1,2,Finished,"Apr  15, 2011 to Jun  15, 2011","['Action', 'Adventure', 'Fantasy']",[],"Inoue, Momota (Story & Art)",0,"[0, 0, 0]"
Usotsuki Engage (A liar's engagement),6.47,1459,16439,6131,"3,391",3,1,4,Finished,"Nov  24, 2012 to Feb  23, 2013","['Comedy', 'Fantasy', 'Romance']",[],"Yamada, Shiro (Story & Art)",0,"[0, 0, 0]"
Signal 100,6.47,3302,16440,2480,"8,640",67,4,27,Finished,"Jul  24, 2015 to Oct  14, 2016","['Drama', 'Horror', 'Sci-Fi', 'Suspense']","['Gore', 'Psychological', 'School']","Miyatsuki, Arata (Story), Kondou, Shigure (Art)",8,"[4, 3, 1]"
"""Haikai Roujin"" Don Quixote",6.47,196,16441,25426,435,3,1,9,Finished,"Mar  15, 2000 to Mar  15, 2001","['Action', 'Drama', 'Slice of Life']",[],"Shiriagari, Kotobuki (Story & Art)",2,"[1, 0, 1]"
Ano Ko ni Yasashii Sekai ga Ii (Wish the world stay kind to you.),6.47,280,16442,16815,894,3,1,5,Finished,"Sep  21, 2013 to Dec  28, 2014","['Boys Love', 'Drama', 'Fantasy', 'Girls Love', 'Romance', 'Sci-Fi']",[],"Aono, Nachi (Story & Art)",0,"[0, 0, 0]"
Dennou Kakugi MephistoWaltz,6.47,332,16443,14358,"1,134",3,1,9,Finished,"Apr  5, 2017 to Feb  21, 2018",[],[],"Sugii, Hikaru (Story), Okayusan (Art)",1,"[0, 1, 0]"
"Doryoku Shisugita Sekai Saikyou no Butouka wa, Mahou Sekai wo Yoyuu de Ikinuku.",6.47,160,16444,18813,747,0,Unknown,Unknown,Publishing,"Jun  23, 2017 to ?","['Action', 'Adventure', 'Fantasy']",[],"Ninomotonino (Art), Wankosoba (Story)",0,"[0, 0, 0]"
Dappou Tamer no Nariagari Boukentan: S-Rank Bishoujo Boukensha ga Ore no Juuma ni Natteimasu the Comic (Rise of the Outlaw Tamer and His Wild S-Rank Cat Girl),6.47,423,16445,8208,"2,397",11,Unknown,Unknown,Publishing,"Apr  12, 2021 to ?","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",[],"Manabe, Jouji (Art), SkyFarm (Story)",1,"[1, 0, 0]"
The Adventures of a Demon King's Daughter,6.47,659,16446,8151,"2,416",6,Unknown,155,Finished,"Oct  31, 2019 to Apr  22, 2022","['Adventure', 'Fantasy', 'Romance']","['Isekai', 'Reincarnation']","Eunmin (Art), Yeowool (Story)",2,"[1, 0, 1]"
One Pair Lady,6.47,212,16447,19431,709,1,Unknown,75,Finished,"Jul  3, 2021 to Nov  5, 2022",[],"['High Stakes Game', 'Time Travel']","Yojeongyong (Story), Ju, Eonkyum (Art)",0,"[0, 0, 0]"
Satan's Bride,6.47,187,16448,19698,692,1,Unknown,158,Finished,"Apr  6, 2017 to Mar  26, 2021","['Fantasy', 'Romance']",[],"Lee, Donghee (Story), Fuyusora (Art), Te-ore (Art), Itbaem (Art), Lee, Samsam (Art)",0,"[0, 0, 0]"
"Ochikobore [☆1] Mahoutsukai wa, Kyou mo Muishiki ni Cheat wo Tsukau (The Dropout 1☆ Magician Unconsciously Uses Cheats Today as Well)",6.47,166,16449,19104,730,1,Unknown,Unknown,Publishing,"Jan  27, 2021 to ?","['Adventure', 'Fantasy']",[],"Unagi, Kousuke (Story), Momoshika, Fujiko (Art)",2,"[1, 0, 1]"
100-nichigo ni xxx Suru Onna Shachou to Shinnyuu Shain,6.47,186,16450,23339,511,1,Unknown,20,Discontinued,"Mar  11, 2022 to Jul  29, 2022",[],"['Adult Cast', 'Workplace']",Suzuo (Story & Art),0,"[0, 0, 0]"
"Yuusha Party wo Tsuihou sareta Ore da ga, Ore kara Sudatte Kureta you de Ureshii....... nanode Daiseijo, Omae ni Otte Korarete wa Komaru no da ga? (I'm Glad They Kicked Me from the Hero's Party... But Why're You Following Me, Great Saintess?)",6.47,766,16451,6459,"3,197",3,Unknown,Unknown,Publishing,"Aug  31, 2021 to ?","['Action', 'Adventure', 'Fantasy']",[],"Kurimoto, Pinko (Art), Hatsue, Renge (Story)",1,"[0, 0, 1]"
"Omae Imouto ja Nakute Iinazuke Datta no ka yo!? (You Weren't My Sister, but My Fiancé!?)",6.47,575,16452,6862,"2,987",8,Unknown,Unknown,Publishing,"Sep  16, 2022 to ?",[],[],"Miraijin A (Story), Yunyanko (Art)",1,"[1, 0, 0]"
Akane-kun Destiny,6.47,139,16453,30827,287,0,1,7,Finished,"Mar  26, 2021 to Feb  25, 2022",[],[],"yoshi (Art), Aga, Naomi (Story)",0,"[0, 0, 0]"
Monmusugo! Honnyaku Skill de Saikyou Monmusu to Isekai Seikatsu,6.47,123,16454,19687,693,1,Unknown,Unknown,Publishing,"Feb  28, 2023 to ?","['Comedy', 'Fantasy', 'Ecchi']","['Harem', 'Isekai', 'Reincarnation']","Fukumaaya (Art), kimimaro (Story)",0,"[0, 0, 0]"
"Koushaku Reijou ni Tensei shiteshimatta node, Mental Otome na Ore wa, Zenryoku de Onnanoko wo Tanoshimimasu",6.47,213,16455,17206,862,1,Unknown,Unknown,Publishing,"Oct  7, 2022 to ?",[],"['Isekai', 'Reincarnation']","Shachi (Story), Chagen (Art)",0,"[0, 0, 0]"
Osananajimi no Ijou Kawaii Imouto-chan,6.47,166,16456,16958,882,1,Unknown,Unknown,Publishing,"Aug  4, 2023 to ?","['Comedy', 'Girls Love']",[],"Fuyujima, Kure (Story & Art)",0,"[0, 0, 0]"
Sakusei Byoutou: Zennenrei-ban,6.47,116,16457,22669,538,3,4,29,Finished,"Apr  10, 2022 to Aug  13, 2023","['Comedy', 'Ecchi']","['Gag Humor', 'Harem']","Sakusei, Kenkyuujyo (Story), Aomushi (Art)",0,"[0, 0, 0]"
In Dream World,6.47,212,16458,22826,532,1,3,25,Finished,2003 to  2004,"['Action', 'Fantasy', 'Supernatural', 'Ecchi']",[],"Yoon, Jae Ho (Story & Art)",0,"[0, 0, 0]"
Ra-i,6.47,141,16459,27597,368,0,1,4,Finished,1995,"['Comedy', 'Supernatural']",[],"Matoh, Sanami (Story & Art)",0,"[0, 0, 0]"
Cross Epoch,6.47,6922,16460,1922,"10,921",28,Unknown,1,Finished,"Dec  25, 2006","['Adventure', 'Comedy', 'Fantasy']",[],"Oda, Eiichiro (Story & Art), Toriyama, Akira (Story & Art)",5,"[1, 1, 3]"
Sakura Tsuushin,6.47,545,16461,9055,"2,113",10,20,223,Finished,"Apr  14, 1995 to Jun  1, 2000","['Comedy', 'Drama', 'Romance', 'Ecchi']","['Harem', 'Love Polygon', 'School']",U-jin (Story & Art),0,"[0, 0, 0]"
Dekiai Paradox (Blind Love Paradox),6.47,1555,16462,7341,"2,741",2,1,3,Finished,2005,"['Drama', 'Romance']",[],"Anisaki, Yuna (Story & Art)",2,"[1, 0, 1]"
Help Me,6.47,133,16463,28321,348,1,2,9,Finished,Not available,[],[],"Fuwa, Shinri (Story & Art)",0,"[0, 0, 0]"
L'alleluja des Anges,6.47,419,16464,15692,996,0,2,8,Finished,2000 to ?,"['Action', 'Boys Love', 'Supernatural']",[],"Higuri, You (Story & Art)",0,"[0, 0, 0]"
KaNa,6.47,296,16465,16849,890,1,4,29,Finished,"Jan  1999 to Dec  24, 2005","['Fantasy', 'Romance', 'Supernatural']",[],"Tamegai, Tohru (Story), Sagara, Naoya (Art)",1,"[0, 1, 0]"
Shinseiki Evangelion: Ikari Shinji Ikusei Keikaku (Neon Genesis Evangelion: The Shinji Ikari Raising Project),6.47,3344,16466,2230,"9,490",170,18,133,Finished,"Apr  26, 2005 to Feb  26, 2016","['Comedy', 'Drama', 'Romance', 'Ecchi']","['Harem', 'Mecha', 'School']","Takahashi, Osamu (Art)",6,"[1, 3, 2]"
The King's Choice,6.47,385,16467,19911,680,0,Unknown,1,Finished,Not available,[],[],"Gu, Hyun Jung (Story & Art)",0,"[0, 0, 0]"
Assari Chocolate,6.47,258,16468,24159,480,0,1,4,Finished,2002,[],[],"Ikuemi, Ryou (Story & Art)",0,"[0, 0, 0]"
Emiri ni Omakase♥,6.47,122,16469,32135,260,0,1,4,Finished,1997 to  1999,"['Comedy', 'Romance']",[],"Morinaga, Ai (Story & Art)",2,"[1, 0, 1]"
Itsuka Hanayome ni (A Girl in a Million),6.47,421,16470,18423,773,4,1,Unknown,Finished,"Mar  1, 2002","['Drama', 'Romance']",[],"Neels, Betty (Story), Itoh, Kako (Art)",0,"[0, 0, 0]"
Ennui na Kanojo,6.47,221,16471,22943,527,1,1,5,Finished,"May  20, 2005 to Jun  20, 2005",[],[],"Yamanaka, Riko (Story & Art)",0,"[0, 0, 0]"
The Beautiful Curse,6.47,198,16472,27918,359,0,Unknown,1,Finished,Not available,[],[],None,0,"[0, 0, 0]"
Pochiyama at the Pharmacy,6.47,859,16473,9483,"1,992",4,1,4,Finished,"Dec  30, 2005 to ?","['Comedy', 'Slice of Life']",[],"ABe, Yoshitoshi (Story & Art)",3,"[1, 2, 0]"
Shoujo Ningyo,6.47,241,16474,24665,460,0,Unknown,1,Finished,"Oct  3, 2000","['Drama', 'Romance']",[],"Etou, Miyuki (Story & Art)",0,"[0, 0, 0]"
Eien no Omoi wo Kimi ni,6.47,655,16475,14737,"1,091",0,Unknown,1,Finished,Not available,[],[],"Aimura, Saki (Story & Art)",0,"[0, 0, 0]"
Bara no Maria,6.47,812,16476,7948,"2,485",5,3,12,Finished,"Oct  10, 2006 to Feb  10, 2009","['Action', 'Adventure', 'Comedy', 'Fantasy']",[],"Jyumonji, Ao (Story), Sunao, Misuzu (Art)",1,"[1, 0, 0]"
Bradherley no Basha,6.47,5448,16477,1931,"10,893",60,1,8,Finished,2005 to  2007,[],[],"Samura, Hiroaki (Story & Art)",16,"[6, 6, 4]"
That's Why I Sigh,6.47,349,16478,20171,665,0,Unknown,1,Finished,2008,"['Comedy', 'Drama', 'Girls Love', 'Romance']",[],"Ichijo, Yukari (Story & Art)",3,"[2, 0, 1]"
Harvest Moon: Island of Happiness,6.47,136,16479,28593,341,1,1,2,Finished,Jan  2007 to Feb  2007,[],[],"Igusa, Matsuyama (Story & Art)",0,"[0, 0, 0]"
Eater,6.47,147,16480,21023,619,2,5,27,Finished,1990 to  1994,[],[],"Usune, Masatoshi (Story & Art)",0,"[0, 0, 0]"
Gift: Under the Rainbow,6.47,245,16481,20480,649,3,2,13,Finished,"Jan  10, 2006 to Feb  10, 2007","['Comedy', 'Drama', 'Romance']",[],"MOONSTONE (Story), Yukiwo (Art)",0,"[0, 0, 0]"
Epitaph,6.47,455,16482,12298,"1,408",7,1,6,Finished,"Apr  18, 2007 to Jan  18, 2008","['Drama', 'Girls Love', 'Mystery', 'Supernatural']",[],"Shouoto, Aya (Story & Art)",0,"[0, 0, 0]"
Imouto: Akane,6.47,125,16483,21924,574,1,14,148,Finished,2000 to  2003,"['Drama', 'Romance', 'Ecchi']",[],"Yamahana, Noriyuki (Story & Art)",2,"[0, 0, 2]"
18-sai no Kodou,6.47,522,16484,15939,970,0,1,3,Finished,1999 to ?,[],[],"Kawachi, Yukari (Story & Art)",1,"[0, 0, 1]"
Mahou Shounen Majorian,6.47,147,16485,22103,566,2,3,22,Finished,"Dec  22, 2005 to Jun  21, 2008","['Action', 'Boys Love', 'Comedy', 'Supernatural']","['Magical Sex Shift', 'School']","Ishida, Atsuko (Story & Art)",0,"[0, 0, 0]"
Pocket Monsters Zensho,6.47,158,16486,21157,613,0,1,10,Finished,1998,"['Action', 'Adventure']",[],"Nakamura, Satomi (Story & Art)",2,"[1, 0, 1]"
"Haru to Natsu (between HARU and NATSU, I am...)",6.47,3326,16487,2483,"8,628",19,5,31,Finished,"Oct  12, 2008 to Oct  3, 2014","['Comedy', 'Romance', 'Ecchi']","['Harem', 'School']","Takeda, Sun (Story & Art)",2,"[0, 2, 0]"
Godeath: Megami no Ketsumyaku,6.47,800,16488,6924,"2,955",3,3,30,Finished,"Oct  19, 2009 to May  20, 2013","['Action', 'Fantasy', 'Horror', 'Supernatural', 'Ecchi']",[],"Shiozaki, Yuji (Story & Art)",2,"[1, 1, 0]"
Taiyou no Hitomi,6.47,385,16489,19469,706,0,Unknown,7,Finished,"Mar  19, 2013 to Sep  20, 2013","['Action', 'Drama', 'Romance']",[],"Uchida, Kouhei (Story & Art)",0,"[0, 0, 0]"
Guren 5,6.47,527,16490,10625,"1,719",7,3,14,Finished,"Sep  14, 2013 to Mar  14, 2015",[],[],"Kodaka, Kazutaka (Story), Shinoda, Riku (Art)",0,"[0, 0, 0]"
Kuro Kishi Monogatari,6.47,188,16491,23400,509,3,1,16,Finished,"Jan  25, 1982 to Jun  25, 1983",[],"['Historical', 'Military']","Kobayashi, Motofumi (Story & Art)",0,"[0, 0, 0]"
Hatsukoi Canvas,6.47,1213,16492,7167,"2,816",4,1,5,Finished,"Nov  25, 2013",[],[],"Samamiya, Akaza (Story & Art)",1,"[0, 1, 0]"
Yowamushi Montblanc,6.47,134,16493,28864,334,1,Unknown,1,Finished,"Nov  21, 2013","['Drama', 'Romance']",[],"DECO*27 (Story), akka (Art)",0,"[0, 0, 0]"
"Tomodachi, nanoni",6.47,234,16494,25367,437,0,Unknown,1,Finished,"Aug  28, 2012",[],[],"Hazuki, Megumi (Story & Art)",0,"[0, 0, 0]"
Tomodachi x Monster,6.47,225,16495,20664,638,4,3,23,Finished,"Jun  17, 2014 to May  19, 2015",[],[],"Inui, Yoshihiko (Story & Art)",1,"[1, 0, 0]"
Godspeed,6.47,964,16496,8378,"2,339",9,2,10,Finished,"Aug  16, 2014 to May  19, 2015","['Action', 'Fantasy']",[],"Takabatake, Enaga (Story & Art)",4,"[3, 1, 0]"
Sonna Hitomi de Minaide,6.47,428,16497,14767,"1,088",0,1,6,Finished,"Jun  20, 2014 to Jul  19, 2014",[],[],"Umezawa, Marina (Story & Art)",0,"[0, 0, 0]"
Sasagerareta Yoru no Otome (Arabian Pearl),6.47,189,16498,27256,378,3,1,Unknown,Finished,"Nov  1, 2013",[],[],"Natsuo, Kou (Art)",0,"[0, 0, 0]"
Mutant Sabu,6.47,142,16499,20394,653,2,3,19,Finished,1965 to  1966,"['Action', 'Supernatural']",[],"Ishinomori, Shoutarou (Story & Art)",0,"[0, 0, 0]"
Ninkoi: Kakurenbo Hichou,6.47,1415,16500,5444,"3,887",10,3,18,Finished,"Feb  19, 2014 to Jun  19, 2015","['Comedy', 'Romance', 'Ecchi']","['Harem', 'School']","Endo, Tatsuya (Story & Art)",2,"[2, 0, 0]"
Nakamura Koedo to Daizu Keisuke wa Umaku Ikanai,6.47,260,16501,15680,997,1,2,26,Finished,"Sep  9, 2013 to Mar  9, 2015","['Comedy', 'Romance']",[],"Takase, Masaya (Story & Art)",0,"[0, 0, 0]"
Valentine's Magic,6.47,107,16502,31628,270,0,1,1,Finished,"Feb  2, 2014",[],[],"Takemiya, Jin (Story & Art)",0,"[0, 0, 0]"
Alice or Alice: Siscon Niisan to Futago no Imouto,6.47,174,16503,14457,"1,123",3,Unknown,Unknown,Publishing,"Sep  27, 2013 to ?",[],[],"Korie, Riko (Story & Art)",0,"[0, 0, 0]"
Mone-san no Majimesugiru Tsukiaikata,6.47,690,16504,5536,"3,797",9,8,82,Finished,"Aug  11, 2017 to Sep  13, 2019","['Comedy', 'Romance', 'Ecchi']",[],"Gotou, Masaki (Story & Art)",0,"[0, 0, 0]"
Mahou Shounen X,6.47,154,16505,28178,352,0,Unknown,1,Finished,"Oct  2, 2017","['Action', 'Supernatural']",[],"Nakama, Tadaichi (Story & Art)",0,"[0, 0, 0]"
Zettai ni Hatarakitakunai Dungeon Master ga Damin wo Musaboru made (Lazy Dungeon Master),6.47,1385,16506,3512,"6,197",13,Unknown,Unknown,Publishing,"Jul  25, 2018 to ?","['Comedy', 'Fantasy']",[],"Nanaroku (Art), Onikage, Spanner (Story)",3,"[2, 0, 1]"
Sakuraba-san wa Tomaranai!,6.47,604,16507,9706,"1,929",7,4,16,Finished,"Feb  13, 2018 to Jul  13, 2019",[],[],"Senri, Miko (Story & Art)",0,"[0, 0, 0]"
Douyara Watashi no Karada wa Kanzen Muteki no you desu ne (The Invincible Little Lady),6.47,708,16508,6944,"2,941",10,Unknown,Unknown,Publishing,"Feb  2, 2018 to ?","['Comedy', 'Fantasy']",[],"Chatsufusa (Story), Sababeko (Art)",0,"[0, 0, 0]"
"Bouken ni, Tsuitekonaide Okaasan!: Chouka Hogo na Saikyou Dragon ni Sodaterareta Musuko, Hahaoya Douhan de Boukensha ni Naru (I Can Go Adventuring by Myself, Mom!: The Son Raised by the Strongest Overprotective Dragon-Mom)",6.47,1260,16509,4136,"5,270",13,Unknown,Unknown,Finished,"May  16, 2019 to Jun  30, 2022","['Action', 'Adventure', 'Comedy', 'Fantasy']",[],"Gustav (Art), Ibarakino (Story)",1,"[0, 0, 1]"
Outsider (The Outsider),6.47,168,16510,20937,623,0,1,8,Finished,"Sep  12, 2002 to Oct  12, 2005","['Horror', 'Supernatural']",[],"Lovecraft, H. P. (Story), Tanabe, Gou (Story & Art), Chekhov, Anton (Story), Gorky, Maxim (Story)",1,"[0, 0, 1]"
Tensei shite Yandere Kouryaku Taishou Chara to Shujuu Kankei ni Natta Kekka,6.47,886,16511,9139,"2,090",6,2,13,Finished,"Mar  5, 2019 to Dec  4, 2020","['Fantasy', 'Romance']",[],"Kita, Yuzuru (Story), Yagi (Art)",0,"[0, 0, 0]"
"Saikyou no Ossan Hunter Isekai e: Kondo koso Yukkuri Shizuka ni Kurashitai (The Strongest Middle-Aged Hunter Goes to Another World: This Time, He Wants to Have a Simple Life)",6.47,668,16512,7248,"2,776",7,Unknown,Unknown,Publishing,"Aug  12, 2019 to ?","['Action', 'Adventure', 'Fantasy']",[],"Tsukishima, Shuuichi (Story), Isawa, Nagi (Art)",0,"[0, 0, 0]"
Yome no Manimani,6.47,361,16513,10019,"1,850",1,4,34,Finished,"Aug  16, 2019 to Mar  19, 2021","['Comedy', 'Romance', 'Supernatural', 'Ecchi']",[],Yuu (Story & Art),0,"[0, 0, 0]"
Mori no Hotori de Jam wo Niru: Isekai de Hajimeru Slow Life,6.47,205,16514,17864,812,0,3,21,Finished,"Oct  4, 2019 to Jan  15, 2021","['Fantasy', 'Slice of Life']","['Isekai', 'Reincarnation']","Takuhei (Art), Kobato, Kosuzu (Story)",0,"[0, 0, 0]"
Saikyou Yuusha wa Oharaibako→Maou ni Nattara Zutto Ore no Musou Turn (From Betrayed Hero to Invincible Demon King),6.47,606,16515,8128,"2,424",3,Unknown,Unknown,Publishing,"Oct  31, 2018 to ?","['Action', 'Adventure', 'Fantasy']",[],"Sumimori, Sai (Story), Masayumi (Art)",1,"[0, 1, 0]"
"Yoru wo Higashi ni (East, Into The Night)",6.47,445,16516,14938,"1,071",6,2,13,Finished,"Oct  31, 2019 to May  28, 2020","['Action', 'Adventure', 'Fantasy']",[],Angyaman (Story & Art),3,"[1, 2, 0]"
Hachuurui-chan wa Natsukanai,6.47,119,16517,21466,598,1,3,55,Finished,"Jun  18, 2019 to Jun  23, 2020","['Comedy', 'Supernatural']",[],"Sasaki, Masahito (Story & Art)",0,"[0, 0, 0]"
Wakeari Madoushi wa Shizuka ni Kurashitai,6.47,305,16518,18792,749,0,2,12,Finished,"Jan  10, 2019 to Jan  9, 2020","['Comedy', 'Fantasy']",[],"Uehara, Makoto (Art), Enoki, Yuu (Story)",1,"[1, 0, 0]"
Ore wa Lolicon ja Nai! (I'm Not a Lolita Complex!),6.47,1743,16519,4248,"5,129",51,8,58,Finished,"Jan  10, 2020 to Sep  22, 2023","['Comedy', 'Ecchi']",[],Uran (Story & Art),4,"[3, 0, 1]"
Sensei ni wa Mada Iwanai (I Don't Told the Teacher Yet.),6.47,565,16520,14997,"1,065",3,1,6,Finished,"Jun  17, 2019 to Jun  24, 2020",[],[],"Misaki, Tenmu (Story & Art)",0,"[0, 0, 0]"
Koujo Denka no Kateikyoushi (Private Tutor to the Duke's Daughter),6.47,265,16521,12473,"1,380",1,Unknown,Unknown,Publishing,"Sep  13, 2019 to ?",[],[],"Mutou, Tamura (Art), Nanano, Riku (Story)",0,"[0, 0, 0]"
"Fuguushoku to Baka ni Saremashita ga, Jissai wa Sorehodo Waruku Arimasen? (They Ridiculed Me for My Luckless Job, but It's Not Actually That Bad?)",6.47,1216,16522,4526,"4,742",12,Unknown,Unknown,Publishing,"Nov  15, 2019 to ?","['Action', 'Adventure', 'Fantasy']","['Isekai', 'Reincarnation']","Nanjou, Akimasa (Art), Katanazuki (Story)",2,"[1, 0, 1]"
-50kg no Cinderella,6.47,255,16523,14236,"1,151",3,6,33,Finished,"Jan  19, 2018 to Nov  19, 2021",[],[],"Kouzuki, Rito. (Art), Mochizuki, Iku (Story)",2,"[0, 0, 2]"
"Tensei Ryoushu no Yuuryou Kaitaku: Zense no Kioku wo Ikashite White ni Tsutometara, Yuunou na Jinzai ga Atsumarisugimashita (Reborn as a Feudal Lord Gathering a Talented Elite So This Land Can Thrive by Employing My Past Life Experiences as an Overworked White-Collar Worker)",6.47,337,16524,11894,"1,469",4,Unknown,Unknown,Publishing,"Jul  2, 2020 to ?","['Adventure', 'Fantasy']",[],"Sorano, Susumu (Story), Rikko (Art)",0,"[0, 0, 0]"
"Ore wa Mada, Honki wo Dashiteinai",6.47,405,16525,10505,"1,748",3,Unknown,Unknown,Publishing,"Jul  25, 2019 to ?","['Adventure', 'Comedy', 'Fantasy', 'Romance']",[],"Miki, Nazuna (Story), Rikitake (Art)",0,"[0, 0, 0]"
Joreishi Rentarou no Yakusoku,6.46,236,16526,23698,497,2,Unknown,1,Finished,"Sep  11, 2017","['Action', 'Supernatural']",[],"Shindou, Masaoki (Story & Art)",0,"[0, 0, 0]"
Breakin' Girls!,6.46,124,16527,27629,367,1,2,13,Finished,"Jul  24, 2017 to Jun  23, 2018","['Comedy', 'Slice of Life']","['CGDCT', 'Performing Arts', 'School']","Kirikiri, Mai (Story & Art)",0,"[0, 0, 0]"
Trap Heroine,6.46,1370,16528,5501,"3,824",31,4,30,Finished,"Dec  31, 2017 to May  30, 2021","['Comedy', 'Romance']",[],"Tomiki, Takashi (Story & Art)",5,"[4, 0, 1]"
Koibumi: Yamamoto Souichirou Tanpenshuu,6.46,1470,16529,6795,"3,017",2,1,7,Finished,"Dec  19, 2011 to Nov  2, 2016",[],[],"Yamamoto, Souichirou (Story & Art)",1,"[0, 1, 0]"
Maria-sensei wa Imouto Gachizei!,6.46,466,16530,8366,"2,342",1,Unknown,Unknown,Publishing,"Apr  6, 2018 to ?","['Comedy', 'Romance']",[],Satomi U (Story & Art),0,"[0, 0, 0]"
Gamblers Parade,6.46,416,16531,9214,"2,064",5,4,35,Finished,"Oct  10, 2018 to Jun  26, 2019",[],"['High Stakes Game', 'Psychological', 'School', 'Strategy Game']","Nakayama, Atsushi (Art), Kodaka, Kazutaka (Story)",0,"[0, 0, 0]"
Warui Yume no Sono Saki... (Beyond the Bad Dream...),6.46,436,16532,16207,948,3,1,9,Finished,"Mar  5, 2009 to May  26, 2017","['Horror', 'Supernatural']",[],"Uguisu, Sachiko (Story & Art)",0,"[0, 0, 0]"
Kono Koi wa Kore Ijou Kirei ni Naranai. (Spotless Love: This Love Cannot Be Any More Beautiful.),6.46,1063,16533,6451,"3,200",13,4,33,Finished,"Dec  25, 2018 to Jun  9, 2020","['Drama', 'Romance']",[],"Maijou, Outarou (Story), Momose, Arata (Art)",1,"[1, 0, 0]"
Oni-san no Tokoro e Mairimashita,6.46,202,16534,18923,741,0,2,18,Finished,"Jan  12, 2019 to Jul  22, 2019","['Fantasy', 'Slice of Life']",[],"Amezawa, Mokke (Story & Art)",0,"[0, 0, 0]"
Hitoribocchi no Isekai Kouryaku (Loner Life in Another World),6.46,7212,16535,866,"22,122",86,Unknown,Unknown,Publishing,"Jan  25, 2019 to ?","['Action', 'Adventure', 'Fantasy']",[],"Bibi (Art), Goji, Shouji (Story)",13,"[3, 4, 6]"
Tabako-chan (Tobacco-chan),6.46,468,16536,13542,"1,233",4,2,28,Finished,"Oct  4, 2016 to Sep  4, 2018","['Comedy', 'Ecchi']",[],Himitsu (Story & Art),1,"[0, 1, 0]"
Sayuu Byoudou Shugi,6.46,157,16537,30413,296,1,Unknown,1,Finished,"Dec  6, 2018","['Comedy', 'Romance']",[],"Tawara, Kyouhei (Story & Art)",0,"[0, 0, 0]"
Sensei x Seito Anthology (Teacher and Student Anthology),6.46,165,16538,24959,450,0,1,9,Finished,"Apr  20, 2017 to Jul  27, 2017",[],[],"D. Kissan (Story & Art), Nakatoka, Kumiko (Story & Art), Coda (Story & Art), Ichikawa, Natsuwo (Story & Art), Fujita, Nagisa (Story & Art), Goumoto (Story & Art)",2,"[2, 0, 0]"
Daten no Inugami: Slash Døg - High School DxD Universe,6.46,154,16539,20609,641,5,2,12,Finished,"Dec  26, 2019 to Nov  27, 2020","['Action', 'Fantasy', 'Supernatural']",[],"Ishibumi, Ichiei (Story), Kikurage (Art)",0,"[0, 0, 0]"
Kono Ato Mechakucha Love Comedy shita,6.46,190,16540,13104,"1,293",5,2,14,Finished,"Mar  6, 2020 to May  13, 2021","['Comedy', 'Romance', 'Ecchi']","['Harem', 'School']","Kasukabe, Takeru (Story), Sendou, Hachi (Art)",1,"[1, 0, 0]"
True Beauty,6.46,8064,16541,1170,"16,843",271,19,257,Finished,"Apr  3, 2018 to Apr  10, 2023","['Comedy', 'Drama', 'Romance']",[],"Kim, Na-young (Story & Art)",17,"[3, 7, 7]"
Onna Senshi tte Motenai n desu! (Who Says Warriors Can't be Babes?),6.46,334,16542,13170,"1,284",2,3,34,Finished,"May  5, 2018 to Feb  18, 2020","['Comedy', 'Fantasy', 'Romance']",[],Taijirou (Story & Art),4,"[2, 1, 1]"
Tesla Note,6.46,258,16543,7876,"2,514",9,7,58,Finished,"Jan  6, 2021 to Apr  13, 2022","['Action', 'Suspense']",[],"Nishida, Masafumi (Story), Sannomiya, Kouta (Art), Kubo, Tadayoshi (Story)",2,"[2, 0, 0]"
Tada Shiawase na Isekai Kazoku Seikatsu: Tensei shite Kondo koso Shiawase ni Kurashimasu,6.46,561,16544,11579,"1,529",1,4,29,Finished,"Mar  18, 2020 to Oct  18, 2022",[],"['Isekai', 'Reincarnation']","Mizusawa, Sho (Art), Mai (Story)",0,"[0, 0, 0]"
Cremators,6.46,452,16545,17027,876,0,Unknown,1,Finished,"Dec  21, 2015","['Action', 'Supernatural']",[],"Sanjou, Riku (Story), Shiibashi, Hiroshi (Art)",0,"[0, 0, 0]"
Gerekusis,6.46,128,16546,28544,342,0,2,17,Finished,"Apr  12, 2016 to Feb  14, 2017",[],[],"Furuya, Minoru (Story & Art)",1,"[0, 0, 1]"
Chikyuu wa Boku ga Mawasu (The earth is turning by my hand.),6.46,621,16547,13359,"1,260",6,1,7,Finished,"Sep  7, 2012 to Mar  8, 2014","['Romance', 'Supernatural']",[],"Inoue, Nawo (Story & Art)",1,"[1, 0, 0]"
Ijime no Jikan,6.46,110,16548,20713,635,3,Unknown,Unknown,Finished,"Oct  25, 2016 to Jul  2, 2019",[],"['Psychological', 'School']",Kunirou (Story & Art),1,"[1, 0, 0]"
