Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
1-Day Idol,5.89,153,19430,31355,275,0,Unknown,1,Finished,"Aug  18, 2014",[],[],"Kurimi, Ai (Story & Art)",0,"[0, 0, 0]"
Wakusei,5.89,211,19431,26091,413,0,Unknown,1,Finished,Jul  1966,"['Comedy', 'Sci-Fi']",[],"Mizuki, Shigeru (Story & Art)",0,"[0, 0, 0]"
Peep,5.89,231,19428,14515,"1,116",4,Unknown,Unknown,Publishing,"Jun  17, 2024 to ?","['Suspense', 'Ecchi']",[],"Ueno, Meguru (Story & Art)",3,"[1, 1, 1]"
Destiny Lovers,5.89,549,19432,5939,"3,516",12,15,159,Finished,"Apr  18, 2020 to Dec  9, 2023",[],[],"Tomohiro, Kai (Art), Kazutaka (Story)",0,"[0, 0, 0]"
Isekai Tensei... saretenee!,5.89,655,19433,7485,"2,680",4,Unknown,Unknown,Publishing,"Aug  27, 2019 to ?","['Action', 'Supernatural']",[],"Kohjima, Kazuto (Art), Tansan (Story)",0,"[0, 0, 0]"
Saikou na Atashi no Saikyou na Rokudenashi Kouryakuhou (I'm the Best Strategy for the Strongest Bastards.),5.89,378,19434,14168,"1,159",1,2,17,Finished,"Oct  26, 2019 to Feb  26, 2021","['Comedy', 'Romance', 'Ecchi']",[],"Kawakami, Nachisuke (Story & Art)",0,"[0, 0, 0]"
Isekai wo Denma dake de Ikinuku!!,5.89,139,19435,18733,752,5,Unknown,Unknown,Publishing,"Jul  24, 2020 to ?","['Comedy', 'Ecchi']",[],"Saitou, Michi (Story & Art)",1,"[0, 1, 0]"
"Futago, Futagokoro.",5.88,441,19442,12722,"1,345",6,2,13,Finished,"Oct  4, 2018 to Oct  4, 2019","['Drama', 'Romance']",[],"Mocoyama, Jin (Story & Art)",1,"[0, 1, 0]"
Junshoku Madara Nikki,5.88,302,19443,18542,763,0,Unknown,3,Finished,"Jun  13, 2012 to Oct  13, 2012","['Comedy', 'Slice of Life']",[],"Itou, Junji (Story & Art)",1,"[0, 1, 0]"
Ayame-senpai wa Boku to Himitsu no Keiyaku wo,5.88,297,19444,14577,"1,110",3,3,20,Finished,"Jun  26, 2020 to Jan  28, 2022","['Romance', 'Supernatural', 'Ecchi']",[],"Dasoku, Sentarou (Story & Art)",0,"[0, 0, 0]"
Assassin's Creed Valhalla x Vinland Saga,5.88,1537,19445,6632,"3,100",11,Unknown,1,Finished,"Oct  24, 2020",[],[],"Yukimura, Makoto (Story & Art)",2,"[1, 0, 1]"
Yuusha Shoutai: Kamoku Yuusha wa Nagasarenai (Hero Platoon: The Taciturn Hero Will Not Be Persuaded!),5.88,395,19446,13091,"1,295",1,5,31,Finished,"Apr  18, 2021 to Sep  4, 2022","['Action', 'Fantasy', 'Sci-Fi']",[],"Ishiguchi, Juu (Story & Art)",0,"[0, 0, 0]"
Maa-chan no Nikkichou,5.88,304,19439,16561,916,2,1,9,Finished,"Jan  4, 1946 to May  28, 1972",[],[],"Tezuka, Osamu (Story & Art)",1,"[0, 1, 0]"
Shuugaku Ryokou no Yoru,5.88,255,19440,24122,481,0,Unknown,1,Finished,"Oct  25, 2011","['Comedy', 'Ecchi']",[],Seihoukei (Story & Art),0,"[0, 0, 0]"
Chuu x2 Trap,5.88,203,19441,23744,496,0,Unknown,2,Finished,"Apr  25, 2012 to Jul  25, 2012",[],"['Crossdressing', 'School', 'Vampire']","Minakami, Kurena (Story & Art)",0,"[0, 0, 0]"
Honey VS,5.88,230,19438,22188,562,3,Unknown,1,Finished,"Jun  6, 2012","['Action', 'Comedy', 'Sci-Fi', 'Ecchi']",[],"Segawa, Masaki (Story & Art), Nagai, Go (Story)",0,"[0, 0, 0]"
Gorgeous☆Irene,5.88,1425,19447,6662,"3,084",3,1,5,Finished,"Dec  23, 1980 to Dec  20, 1986",[],[],"Araki, Hirohiko (Story & Art)",4,"[0, 1, 3]"
Cherry Lip,5.88,358,19448,18104,795,2,Unknown,1,Finished,2008,"['Fantasy', 'Girls Love']","['CGDCT', 'Workplace']","Amano, Sakuya (Story & Art)",0,"[0, 0, 0]"
Mushoku Kyousei Shuuyoujo,5.88,711,19449,9309,"2,036",5,6,29,Finished,"Jul  20, 2016 to Oct  20, 2018","['Action', 'Horror', 'Mystery']",[],"Akira, Rei (Art), Kamakura, Atsushi (Story)",4,"[0, 2, 2]"
They Say I Was Born a King's Daughter,5.88,486,19436,11791,"1,489",2,Unknown,Unknown,Publishing,"Jan  30, 2016 to ?","['Fantasy', 'Romance']",[],"Bichu (Story), Kim, Legna (Art), Bina (Art)",1,"[0, 0, 1]"
ONI: Sora to Kaze no Elegy Episode Zero (ONI: Road to be the Mightiest Oni Episode Zero),5.88,169,19437,28920,333,0,Unknown,4,Finished,"Mar  4, 2023 to Mar  25, 2023","['Action', 'Adventure', 'Supernatural']","['Mythology', 'Samurai']","Takahashi, Hideki (Story & Art)",0,"[0, 0, 0]"
Senpai no Houkago Osawari Kyoushitsu,5.87,385,19450,19578,700,0,Unknown,1,Finished,"May  27, 2013","['Comedy', 'Ecchi']",[],"Oohori, Yutaka (Story & Art)",0,"[0, 0, 0]"
Hiai Mousou,5.87,4431,19451,2620,"8,229",38,3,18,Finished,"Jul  19, 2013 to Feb  16, 2015",[],[],"Nakamura, Uzuki (Story & Art)",5,"[1, 4, 0]"
Look at Me,5.87,158,19452,29709,312,1,Unknown,1,Finished,"Jan  25, 2014",[],[],"Hinata, Akira (Story & Art)",0,"[0, 0, 0]"
Goshujinsama to H na Koto shitai Dorei no Ohanashi,5.87,918,19462,8768,"2,202",4,1,20,Finished,"Feb  22, 2019",[],[],"Kasama, Sanshirou (Story & Art)",0,"[0, 0, 0]"
Kingdom of the Z (Kingdom of Z),5.87,676,19463,6694,"3,072",18,6,45,Finished,"Nov  27, 2018 to Oct  12, 2021","['Drama', 'Supernatural']",[],"Watanuki, Ron (Art), Harawata, Saizou (Story)",2,"[1, 0, 1]"
Anata ni Sasageru Akai Bara (Red Rose Devoted to You),5.87,375,19464,15829,982,2,2,18,Finished,"Jun  5, 2019 to Jan  5, 2021","['Drama', 'Romance']",[],"Sumeragi, Rin (Art), jupiter (Story)",2,"[0, 1, 1]"
Kimi ga Niku ni Nattemo (Even if You Become Meat),5.87,355,19465,16463,926,0,1,7,Finished,"Feb  27, 2020 to May  27, 2020",[],[],Tokomichi (Story & Art),3,"[1, 1, 1]"
Shokushu Majutsushi no Nariagari,5.87,130,19466,17007,878,0,Unknown,Unknown,Publishing,"Apr  1, 2020 to ?","['Comedy', 'Fantasy', 'Ecchi']",[],"Yozakura, Elel (Art), Iida, Eisei (Story)",1,"[1, 0, 0]"
Isekai Seikatsu no Susume (Devilish Darlings: Portal Fantasy),5.87,1481,19467,6544,"3,151",10,1,6,Finished,"Jul  6, 2018 to Feb  7, 2020","['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",[],"Mitsuba, Minoru (Story & Art)",3,"[0, 2, 1]"
Shinigami Musume wa Peropero Shitai,5.87,221,19468,13266,"1,271",2,4,21,Finished,"Aug  28, 2020 to Apr  22, 2022","['Comedy', 'Supernatural', 'Ecchi']",[],"Watanabe, Tsuyoshi (Art), Akashiro, Aoi (Story)",0,"[0, 0, 0]"
Caterpillar & Butterfly,5.87,337,19458,22019,570,1,Unknown,1,Finished,"Jun  22, 2009",[],[],"Kurogane, Kenn (Story & Art)",0,"[0, 0, 0]"
Corpse Party: Musume,5.87,3592,19459,2720,"7,963",61,3,21,Finished,"Aug  27, 2010 to Jul  27, 2012","['Horror', 'Mystery', 'Supernatural', 'Ecchi']","['Psychological', 'School']","Orie, Mika (Art), Kedouin, Makoto (Story)",9,"[5, 1, 3]"
Nikutaikan-K,5.87,111,19460,36303,195,0,Unknown,1,Finished,1989,"['Comedy', 'Ecchi']",[],"Yasunaga, Kouichirou (Story & Art)",0,"[0, 0, 0]"
Heart no Ace,5.87,253,19461,24149,480,0,1,3,Finished,Aug  1975 to Sep  1975,"['Comedy', 'Romance', 'Sports']",[],"Adachi, Mitsuru (Story & Art)",0,"[0, 0, 0]"
Mahou Shoujo Neko X,5.87,478,19453,13259,"1,272",3,2,9,Finished,"Nov  30, 2004 to Mar  29, 2005","['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Ecchi']",[],"Orimoto, Mimana (Story & Art)",0,"[0, 0, 0]"
Akai na,5.87,672,19454,13744,"1,209",0,Unknown,1,Finished,2005,[],[],"Toume, Kei (Story & Art)",0,"[0, 0, 0]"
Yappari♥Idol,5.87,237,19455,25091,446,0,Unknown,1,Finished,"Sep  18, 2007","['Comedy', 'Girls Love']",[],"Araki, Kanao (Story & Art)",0,"[0, 0, 0]"
Exon Depot,5.87,215,19456,21581,591,2,1,3,Finished,1992 to  1998,"['Action', 'Sci-Fi', 'Ecchi']",[],"Shirow, Masamune (Story & Art)",0,"[0, 0, 0]"
Shin National Kid (New National Kid),5.87,898,19457,9174,"2,077",9,1,19,Finished,"Nov  25, 1999",[],[],"Maruo, Suehiro (Story & Art)",0,"[0, 0, 0]"
Japan,5.86,2135,19481,4781,"4,458",9,1,9,Finished,1992,"['Action', 'Adventure']",[],"Miura, Kentarou (Art), Buronson (Story)",5,"[2, 0, 3]"
Kamio Yui wa Kami wo Yui (Yui Kamio Lets Loose),5.86,745,19469,10159,"1,822",1,4,36,Finished,"Mar  11, 2019 to Nov  25, 2019","['Action', 'Comedy', 'Supernatural']",[],"Shiibashi, Hiroshi (Story & Art)",1,"[1, 0, 0]"
Seitokaichou wa Bed no Ue de Subete wo Hodoku,5.86,652,19470,7306,"2,755",15,3,15,Finished,"May  22, 2019 to Oct  17, 2020","['Comedy', 'Mystery', 'Romance']",[],"Tsukasa (Story), Igano, Takutou (Art)",0,"[0, 0, 0]"
Ame no Furu (Candy Flurry),5.86,4160,19471,2832,"7,695",36,3,22,Finished,"Apr  19, 2021 to Sep  13, 2021","['Action', 'Comedy']",[],"Takegushi, Ippon (Story), Mitarashi, Santa (Art)",18,"[10, 4, 4]"
Nue no Onmyouji (Nue's Exorcist),5.86,1544,19480,4547,"4,723",24,Unknown,Unknown,Publishing,"May  15, 2023 to ?","['Action', 'Supernatural']",[],"Kawae, Kouta (Story & Art)",7,"[2, 3, 2]"
Kamasutra,5.86,173,19472,24716,458,3,4,21,Finished,"Mar  31, 1990 to Nov  30, 1990","['Adventure', 'Comedy', 'Ecchi']",[],"Nagai, Go (Story & Art), Nagatani, Kunio (Story)",3,"[0, 1, 2]"
Mukashi no Hanashi,5.86,195,19473,29429,320,1,Unknown,1,Finished,"May  24, 2014",[],[],"Satou, Shinobu (Story & Art)",0,"[0, 0, 0]"
Butsuri-san de Musou shitetara Motemote ni Narimashita,5.86,1808,19474,4560,"4,694",17,6,37,Finished,"Dec  19, 2016 to Aug  19, 2019","['Comedy', 'Fantasy', 'Ecchi']",[],"kt60 (Story), End (Art)",5,"[2, 0, 3]"
Heavy Mecha Blues,5.86,443,19475,17831,815,0,Unknown,1,Finished,2009,"['Comedy', 'Sci-Fi', 'Ecchi']",[],"Fukuda, Shinichi (Story & Art)",0,"[0, 0, 0]"
Boku no Otouto no Kawaisa wa Ijou,5.86,243,19476,24195,478,0,Unknown,1,Finished,"Feb  23, 2011","['Comedy', 'Ecchi']",[],"Yoshida, Gorou (Story & Art)",0,"[0, 0, 0]"
Kozukuri no Houhou Ooshieshimasu.,5.86,155,19477,30953,284,0,Unknown,1,Finished,"Oct  9, 2012","['Comedy', 'Ecchi']",[],"Hagio, Nobuto (Story & Art)",0,"[0, 0, 0]"
Boy Fusion Girl,5.86,383,19478,18945,740,1,Unknown,1,Finished,"Jul  27, 2011","['Action', 'Supernatural', 'Ecchi']","['Magical Sex Shift', 'Martial Arts', 'School']",NO.Gomes (Story & Art),0,"[0, 0, 0]"
Mizu to Gin,5.86,269,19479,19927,679,0,1,4,Finished,"Sep  24, 1998 to Apr  27, 2000","['Drama', 'Slice of Life']",[],"Yoshida, Motoi (Story & Art)",0,"[0, 0, 0]"
Hiroko at After School,5.85,563,19491,14335,"1,137",1,Unknown,1,Finished,"Dec  25, 2009","['Action', 'Drama']",[],"Matsumoto, Jiro (Story & Art)",0,"[0, 0, 0]"
Shoujo no Jikan,5.85,516,19492,15266,"1,038",1,1,5,Finished,2009,[],[],"Shiina, Chika (Story & Art)",0,"[0, 0, 0]"
Natsu da! Hanabi da! Otoko no koni wa Yukata da!,5.85,163,19494,28803,336,1,Unknown,1,Finished,"Jul  29, 2011","['Comedy', 'Drama', 'Slice of Life', 'Ecchi']",[],Seihoukei (Story & Art),0,"[0, 0, 0]"
Kamoshika Tenrakushii,5.85,222,19482,26183,410,1,Unknown,1,Finished,"Jul  25, 2005","['Drama', 'Slice of Life']",[],"Sasaki, Takashi (Story & Art)",0,"[0, 0, 0]"
Onnanoko no Tanoshimi,5.85,149,19483,31630,270,1,Unknown,1,Finished,"Jun  15, 1995",[],[],"Mitose, Noriko (Story & Art)",0,"[0, 0, 0]"
Tottemo Yasashii Amae-chan!,5.85,175,19485,17675,827,0,4,48,"Love Status Quo

                Love Status Quo","Mar  31, 2017 to Jun  1, 2018","['Comedy', 'Slice of Life']",[],Chilt (Story & Art),0,"[0, 0, 0]"
Bishoujo Senshi 04R1,5.85,176,19486,16718,903,1,Unknown,Unknown,Publishing,"Oct  16, 2017 to ?","['Action', 'Comedy', 'Sci-Fi', 'Ecchi']",[],Souryuu (Story & Art),0,"[0, 0, 0]"
Hayasegawa-kun to Megami na Oneesan (Hayasegawa-kun and Goddess Lady),5.85,964,19487,8374,"2,340",2,2,16,Finished,"May  27, 2019 to Jul  29, 2020","['Comedy', 'Slice of Life', 'Ecchi']",[],Chikuwa. (Story & Art),1,"[0, 0, 1]"
Oneechan wa Game wo Suru to Hito ga Kawaru Oneechan (My Oneechan's Personality Changes When She Plays Games.),5.85,277,19488,11194,"1,605",0,Unknown,Unknown,Publishing,"Sep  15, 2020 to ?","['Comedy', 'Ecchi']",[],"Munyuu (Art), Terada, Tsugeo (Story)",1,"[0, 0, 1]"
Black Kanojo,5.85,1222,19489,5777,"3,627",9,4,20,Finished,"Oct  27, 2015 to May  27, 2017","['Mystery', 'Romance']",[],"Yoshihara, Masahiko (Story & Art)",6,"[1, 1, 4]"
Boku dake Shitteru Ichimiya-san,5.85,2452,19490,4237,"5,139",7,3,18,Finished,"Nov  4, 2016 to Apr  6, 2018",[],[],"Amazume, Ryuta (Story & Art)",2,"[0, 1, 1]"
Zettai Fukujuu Idol,5.85,329,19484,18458,770,0,1,5,Finished,"Apr  24, 2015 to Jun  24, 2015",[],[],"Nakamura, Yukichi (Story & Art)",0,"[0, 0, 0]"
Bokutachi no Ikita Riyuu (Our Reason for Living),5.84,974,19498,7952,"2,487",5,6,69,Finished,"Oct  5, 2014 to Mar  26, 2017","['Horror', 'Mystery', 'Supernatural']",[],"Watanabe, Kazuyuki (Story & Art)",4,"[0, 3, 1]"
Evil's Return,5.84,586,19499,13574,"1,228",6,4,14,Finished,2001 to  2002,"['Action', 'Horror', 'Supernatural', 'Ecchi']",[],"Hwan, Shin (Art), Lee, Jong-Kyu (Story)",1,"[0, 0, 1]"
Kiyora Kage,5.84,426,19500,17962,805,1,Unknown,1,Finished,"Jun  28, 2003",[],[],"Onozuka, Kahori (Story & Art)",1,"[0, 1, 0]"
Renai Flops (Love Flops),5.84,432,19501,8103,"2,432",24,3,19,Finished,"Jun  24, 2022 to Jul  28, 2023","['Comedy', 'Romance', 'Ecchi']","['Harem', 'School']","Ishizaka, Ryuudai (Art)",0,"[0, 0, 0]"
Beside the One Next to You,5.84,167,19495,29387,321,0,Unknown,1,Finished,2008,[],[],Misha (Story & Art),0,"[0, 0, 0]"
Gakuto no Vector,5.84,652,19496,12038,"1,448",1,1,12,Finished,"Aug  18, 2009 to Dec  21, 2010","['Comedy', 'Romance', 'Ecchi']",[],Morishige (Story & Art),2,"[0, 1, 1]"
Kanojo-tachi no Saishuu Teiri,5.85,1326,19493,7293,"2,760",6,1,11,Finished,"Jun  30, 2012 to Oct  31, 2013","['Romance', 'Ecchi']",[],"Ootsuki, Yuuko (Story & Art)",1,"[0, 1, 0]"
Pupa,5.84,7803,19497,849,"22,528",227,5,34,Finished,"Mar  12, 2011 to Jan  11, 2014","['Drama', 'Fantasy', 'Horror']",[],"Mogi, Sayaka (Story & Art)",15,"[6, 4, 5]"
Satou-kun wa Miteiru.: Kamisama Appli de Onnanoko no Kokoro wo Nozoitara Do xx Datta,5.83,654,19502,12105,"1,439",5,1,7,Finished,"Jul  26, 2017 to Mar  26, 2018","['Supernatural', 'Ecchi']",[],Yukino (Story & Art),1,"[0, 1, 0]"
Nishino: Gakunai Caste Saikai ni shite Inou Sekai Saikyou no Shounen (Nishino: the boy at the bottom of the school caste and also at the top of the underground),5.84,224,19503,14119,"1,164",1,3,17,Finished,"Mar  27, 2019 to May  27, 2020","['Action', 'Supernatural', 'Ecchi']",[],"Buncololi (Story), Shinohara, Shinome (Art)",0,"[0, 0, 0]"
"Tenshi wa Nido, Uso wo Tsuku",5.84,336,19504,17780,818,3,Unknown,11,Finished,"Jan  4, 2019 to Aug  5, 2019","['Drama', 'Romance']",[],"Mochizuki, Mifuyu (Story & Art)",3,"[1, 1, 1]"
Hentai,5.84,411,19505,10411,"1,767",32,2,23,Finished,"Sep  29, 2017 to Aug  17, 2018","['Action', 'Horror', 'Mystery']",[],"Umemaru (Art), Kaisaru (Story)",0,"[0, 0, 0]"
"Zennin Ossan, Umarekawattara SSS-Rank Jinsei ga Kakutei shita",5.84,1230,19506,4666,"4,589",5,Unknown,Unknown,Publishing,"Apr  24, 2019 to ?","['Adventure', 'Fantasy']",[],"Miki, Nazuna (Story), Yuzuma, Shiro (Art)",2,"[0, 2, 0]"
Shiori no Nikki (Shiori's Diary),5.83,513,19508,11381,"1,568",2,3,22,Finished,"Feb  15, 2019 to Dec  15, 2020","['Drama', 'Ecchi']",[],Tsuyatsuya (Story & Art),2,"[1, 1, 0]"
"Isekai Saikyou no Daimaou, Tenseishi Boukensha ni Naru (The Greatest Demon King in the Other World)",5.83,313,19509,10922,"1,657",0,Unknown,Unknown,Publishing,"Oct  10, 2020 to ?","['Action', 'Adventure', 'Fantasy']",[],"Tsukiyo, Rui (Story), Ogino, Satoshi (Art)",0,"[0, 0, 0]"
Handsome Must Die,5.83,375,19515,18155,792,3,2,23,Finished,"May  7, 2023 to Oct  29, 2023",[],[],"Astra, Ashima (Story & Art)",0,"[0, 0, 0]"
Ekrano,5.83,154,19510,29010,330,0,Unknown,1,Finished,"May  21, 2012",[],[],"Kitoh, Mohiro (Story & Art)",0,"[0, 0, 0]"
Uchuu wo Kaitaku suru Houhou,5.83,433,19516,17438,845,0,Unknown,1,Finished,"Jul  17, 2004","['Drama', 'Sci-Fi']",[],"Tomizawa, Hitoshi (Story & Art)",0,"[0, 0, 0]"
Salyune,5.83,170,19517,30075,304,0,Unknown,1,Finished,May  1995,[],[],"Sarashina, Mizuho (Story & Art)",0,"[0, 0, 0]"
3H Before Kiss,5.83,313,19518,19609,698,1,1,5,Finished,Not available,[],[],"Yanagida, Kaori (Story & Art)",0,"[0, 0, 0]"
Home Stay x Steady,5.83,105,19519,35722,203,0,Unknown,1,Finished,Not available,"['Comedy', 'Ecchi']",[],Shaa (Story & Art),0,"[0, 0, 0]"
Anata no Danna Uwaki shitemasu yo (Your Hero Has an Affair),5.83,474,19520,9027,"2,122",1,3,22,Finished,"Apr  27, 2017 to Jan  26, 2019","['Comedy', 'Fantasy', 'Romance', 'Ecchi']",[],"Seijuu, Natsumegu (Story & Art)",0,"[0, 0, 0]"
Cross and Crime,5.83,1004,19511,6064,"3,438",19,12,115,Finished,"May  26, 2009 to Jan  28, 2014","['Drama', 'Romance', 'Ecchi']",[],"Hatsuki, Kyou (Story & Art)",2,"[1, 0, 1]"
Rinjin 13-gou (The Neighbor No. Thirteen),5.83,602,19512,12647,"1,356",6,3,17,Finished,Not available,[],[],"Inoue, Santa (Story & Art)",1,"[1, 0, 0]"
Sukeban Arashi,5.83,213,19513,22625,541,1,2,17,Finished,"May  20, 1975 to Oct  7, 1975","['Comedy', 'Drama']",[],"Kurumada, Masami (Story & Art)",0,"[0, 0, 0]"
Kitto Zutto,5.83,264,19514,23579,503,0,Unknown,1,Finished,"Mar  24, 2012","['Drama', 'Girls Love', 'Romance']",[],"Hirao, Auri (Story & Art)",1,"[1, 0, 0]"
Coppélia Maestro Kurumi,5.82,198,19529,28192,351,0,Unknown,1,Finished,"Jun  22, 2009","['Action', 'Comedy', 'Ecchi']",[],"Mikoshiro, Honnin (Story & Art)",0,"[0, 0, 0]"
Princess School,5.82,684,19530,14649,"1,101",0,Unknown,1,Finished,2009,[],[],"Komiya, Toshimasa (Story & Art)",0,"[0, 0, 0]"
Noa,5.82,1241,19522,8281,"2,371",1,Unknown,1,Finished,1985,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",[],"Miura, Kentarou (Story & Art)",2,"[1, 1, 0]"
Jimoto ga Japan (I'm From Japan),5.82,108,19524,25356,437,1,6,61,Finished,"Sep  15, 2018 to Apr  2, 2020","['Action', 'Comedy']","['Gag Humor', 'School']","Hayashi, Seiji (Story & Art)",0,"[0, 0, 0]"
Kami no Techigai de Shindara Cheat Gun Tsumi de Isekai ni Hourikomaremashita,5.82,759,19525,6464,"3,193",6,Unknown,Unknown,Publishing,"Jan  14, 2020 to ?","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Ecchi']",[],"Ishigami, Kazui (Art), Kakurou (Story)",2,"[1, 0, 1]"
Futago Wazurai (Their Will is Complex and White.),5.84,380,19507,14436,"1,126",1,3,12,Finished,"Jan  18, 2020 to Dec  18, 2020","['Drama', 'Girls Love']",[],"Sakurano, Itsuki (Story & Art)",0,"[0, 0, 0]"
"Itsumo Baka ni Shitekuru Bishoujo-tachi to Zetsuen shitara, Jitsu wa Ore no Koto ga Daisuki Datta You da.",5.82,235,19531,16006,965,3,3,16,Finished,"Oct  17, 2022 to Oct  17, 2023",[],"['Harem', 'School']","Aruku Sakana (Story), Nonogi, Jigu (Art)",1,"[0, 0, 1]"
Schoolmate Kiss,5.82,115,19521,22739,536,0,3,28,Finished,"Feb  14, 2012 to Jul  8, 2014","['Comedy', 'Romance', 'Ecchi']",[],"Azuma, Yuki (Story & Art)",0,"[0, 0, 0]"
ByeByeBye,5.82,568,19523,16151,952,1,2,14,Finished,"Apr  21, 2024 to Jul  21, 2024",[],[],Anneko (Story & Art),1,"[0, 0, 1]"
Adidas Manga Fever,5.82,735,19526,10831,"1,674",0,1,21,Finished,"May  14, 2002",[],[],"Obata, Takeshi (Story & Art), Inoue, Takehiko (Story & Art), Yoshino, Sakumi (Story & Art), Yasuhiko, Yoshikazu (Story & Art), Matsumoto, Taiyou (Story & Art), Tajima, Shouu (Story & Art), Kuroda, Iou (Story & Art), Asada, Hiroyuki (Story & Art), Taniguchi, Jiro (Story & Art), Kusumoto, Maki (Story & Art), Boilet, Frédéric (Story & Art), Kamijou, Atsushi (Story), Terada, Katsuya (Story & Art), Yokoyama, Hiroshi (Story & Art), de Crécy, Nicolas (Story & Art)",0,"[0, 0, 0]"
Pops.,5.82,335,19527,20973,621,2,Unknown,2,Finished,"Jun  28, 2003 to Apr  30, 2004","['Comedy', 'Girls Love']",[],"Inoue, Shinkai (Story & Art)",0,"[0, 0, 0]"
Wadatsumi,5.82,273,19528,18437,772,1,2,15,Finished,"Jan  10, 2000 to Mar  10, 2001","['Action', 'Adventure', 'Sci-Fi', 'Ecchi']",[],"Kotoyoshi, Yumisuke (Story & Art)",1,"[0, 1, 0]"
Terror,5.81,1458,19541,7991,"2,472",4,Unknown,1,Finished,2007,[],[],"Jin, Kyung (Story)",2,"[2, 0, 0]"
V Hunter,5.81,343,19542,21963,572,0,Unknown,1,Finished,Nov  1994,"['Comedy', 'Supernatural']",[],"Hayashiya, Shizuru (Story & Art)",0,"[0, 0, 0]"
Genocyber,5.81,707,19543,8749,"2,207",8,1,5,Finished,1992,"['Action', 'Sci-Fi']",[],"Takezaki, Tony (Story & Art)",1,"[0, 1, 0]"
Haru Hayate,5.81,583,19544,14984,"1,067",0,1,13,Finished,"Sep  24, 1974 to Apr  24, 1979",[],[],"Anzai, Mizumaru (Story & Art)",1,"[0, 0, 1]"
Succubus ni Tensei shita node Milk wo Shiborimasu,5.81,1494,19537,5006,"4,248",8,4,20,Finished,"Oct  20, 2017 to Oct  26, 2019","['Comedy', 'Fantasy', 'Ecchi']",[],"Yuzuki, Kei (Art), Kino, Yuuki (Story)",2,"[0, 1, 1]"
Dai Kyochuu Rettou (Die! The Island of Giant Insects),5.81,454,19538,10292,"1,794",4,Unknown,Unknown,Publishing,"Apr  25, 2019 to ?",[],[],"Hirose, Shuu (Art), Fujimi, Yasutaka (Story)",0,"[0, 0, 0]"
"Onegai, Nugashite.",5.81,480,19539,8129,"2,424",2,16,183,Finished,"Aug  25, 2019 to Mar  12, 2023","['Supernatural', 'Ecchi']","['Harem', 'School']","Kawanaka, Yasushi (Story & Art)",0,"[0, 0, 0]"
Isekai Cheat Kaitakuki,5.81,402,19540,9379,"2,020",0,Unknown,Unknown,Publishing,"Nov  25, 2019 to ?","['Adventure', 'Comedy', 'Fantasy']",[],"Nakamura, Morisu (Art), Fast (Story)",2,"[0, 1, 1]"
"""Boku wa Senpai ni Josou wo Shiirareteimasu.""",5.81,1196,19536,7719,"2,580",11,1,6,Finished,"Apr  25, 2012 to Dec  25, 2013","['Comedy', 'Ecchi']",[],"Shono, Kotaro (Story & Art)",0,"[0, 0, 0]"
Truth,5.81,416,19534,14890,"1,076",2,Unknown,1,Finished,"Nov  18, 2011 to Sep  18, 2012","['Drama', 'Girls Love', 'Romance']",[],Namori (Story & Art),1,"[0, 1, 0]"
Bull Sight,5.81,128,19535,34606,219,0,Unknown,1,Finished,"May  8, 2014",[],[],"Kokuro, Akira (Story & Art)",0,"[0, 0, 0]"
Shin Tokyo (Tokyo Underworld),5.81,911,19532,6184,"3,353",15,Unknown,Unknown,Publishing,"May  29, 2022 to ?","['Horror', 'Supernatural', 'Suspense']","['Gore', 'Survival']","Sakaki, Kenji (Story & Art)",1,"[1, 0, 0]"
Idol na Kanojo to Wotaku na Boku to,5.81,2364,19533,4203,"5,178",10,3,27,Finished,"May  20, 2014 to Oct  18, 2016","['Comedy', 'Romance']",[],"Kasuga, Shun (Art), Marukido, Satoshi (Story)",2,"[1, 0, 1]"
Unbalance School Life,5.80,844,19546,9542,"1,973",2,2,15,Finished,"Dec  1, 2015 to Aug  16, 2016","['Comedy', 'Romance', 'Sci-Fi']","['Magical Sex Shift', 'School']","Mutsuki, Tsutomu (Story & Art)",2,"[1, 1, 0]"
Mahou Bloomers,5.80,188,19552,27179,380,0,Unknown,1,Finished,"Oct  25, 2010","['Comedy', 'Sports']",[],Seihoukei (Story & Art),1,"[0, 0, 1]"
Koukai no Naraku,5.80,373,19553,19056,733,0,Unknown,1,Finished,"Dec  15, 2008",[],[],"Oshikiri, Rensuke (Story & Art)",0,"[0, 0, 0]"
Kamuko,5.80,257,19545,24524,466,1,Unknown,1,Finished,"Jun  28, 2003",[],[],Inuburo (Story & Art),0,"[0, 0, 0]"
Desuraba (Destiny Lovers),5.80,3055,19548,1937,"10,838",61,8,112,Finished,"Feb  10, 2018 to Apr  18, 2020",[],[],"Tomohiro, Kai (Art), Kazutaka (Story)",8,"[4, 2, 2]"
Skeeter Rabbit!!,5.80,1129,19549,8337,"2,352",9,2,19,Finished,"Sep  28, 2018 to Aug  23, 2019","['Comedy', 'Ecchi']",[],Uran (Story & Art),2,"[1, 1, 0]"
